,0
18913,2
18914,
18915,91360241338
18916,57482
18917,426
18918,144
18919,264
18920,296449512451881360
18921,120
18922,2975
18923,606
18924,1
18925,144
18926,
18927,10100992141840
18928,7887389438
18929,
18930,143938531
18931,13883
18932,1.6421018067720815e+19
18933,5941269
18934,40219629005920
18935,335
18936,46464
18937,380
18938,71
18939,232114595171200
18940,3
18941,1279
18942,27416783093579881
18943,123904
18944,159433693
18945,50674293382202763
18946,1630145024
18947,12321
18948,575
18949,36440033
18950,4754537676837632
18951,59905
18952,11648
18953,34733505180598272
18954,25933525825389
18955,17483
18956,5
18957,900
18958,17984495151670680
18959,2
18960,8355641813
18961,11717380780236748297970244719026812
18962,4
18963,590571
18964,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
18965,4
18966,516
18967,23652
18968,38235771007499
18969,
18970,13645
18971,191102976
18972,21
18973,22266696966226666966622226
18974,3904
18975,39
18976,7760
18977,17
18978,204939488910358199
18979,55
18980,904
18981,17474847498496
18982,100043420063777451042472529806266909090824649341814868347109676190691
18983,7
18984,1111001110101100111001011010011011110111010110
18985,45479170739
18986,21328259716
18987,4
18988,520
18989,3960
18990,609244677411755423589
18991,36512775
18992,82
18993,-308811498176687
18994,174758887882787264327879044178706432
18995,11222
18996,220170830778612008
18997,2906189
18998,43
18999,278353
19000,859932
19001,12541
19002,11251
19003,56926806819666
19004,151351200
19005,1
19006,1005
19007,4
19008,10
19009,3
19010,385
19011,812762
19012,439139
19013,1505075187143521116689096930825555405884185492185368021027531191578186233461600
19014,363261462194622
19015,501013
19016,3
19017,785740341422453760
19018,9127
19019,348
19020,108
19021,5961162423
19022,351
19023,238855
19024,43333333333333333333333333333333333333333333333333333333
19025,1764791619523
19026,75005582670
19027,17530618299423
19028,2
19029,116574784
19030,640811613278752754485012443963579501421
19031,4
19032,487
19033,10942
19034,141214920
19035,101100
19036,132795
19037,2600
19038,1
19039,149
19040,479001600
19041,3945404591
19042,12501
19043,1
19044,72690404080321962122585230322
19045,5
19046,1906399371248
19047,13510644263682048
19048,180620195725
19049,1968938229271096381309083587
19050,1166
19051,12264
19052,-43122688
19053,1
19054,116137589109102380308573080
19055,872
19056,548268081089050917
19057,11075023230179865
19058,72
19059,9019154944
19060,13134
19061,8
19062,289187619416
19063,19999999998900000000015
19064,-17262533154073740329017
19065,2051
19066,4048
19067,445689300
19068,200291280469622784
19069,-674568212738977395
19070,1792160394037
19071,1
19072,830468293959547464
19073,9
19074,153191072337297
19075,1557643285
19076,11906594366685178
19077,90
19078,105
19079,23978466652359211809453015
19080,72
19081,13
19082,19568241
19083,3
19084,263747951750361
19085,996963563
19086,5
19087,362880
19088,601561456166534637312
19089,-1813863044243307923
19090,96
19091,194025178417426634201
19092,65
19093,7288
19094,1969768320240
19095,61
19096,110213211279472739469283600032400000000000000032401
19097,1494624
19098,66853496710
19099,200911
19100,38161864356
19101,169
19102,127008
19103,2521
19104,2
19105,1939589056
19106,1215
19107,1074691806
19108,44807
19109,2
19110,386
19111,1152877640765297760
19112,770414503
19113,1728720
19114,641
19115,3
19116,383
19117,276763962980421232
19118,20025222252025
19119,850128
19120,71
19121,2774495160
19122,38967696710845
19123,201
19124,9
19125,740740740741037037037037
19126,4587
19127,176590016643
19128,102
19129,34
19130,148
19131,33899558103994633
19132,2458876
19133,5974833380453777520
19134,36609525021962109091946530420080
19135,50521
19136,322
19137,2
19138,107578520351
19139,2452378030687848539033613343420
19140,1
19141,18369
19142,3255
19143,417
19144,8
19145,1787
19146,4
19147,1151
19148,49310264440
19149,73115587525
19150,1
19151,275
19152,1307
19153,253650450218391594062880777243777017638488805917392303113120204411172926964476779033181303378188721
19154,489
19155,124641664000
19156,20709
19157,1693182318746371
19158,1180591620717411303424
19159,659
19160,4
19161,3
19162,19765943
19163,21725067991777448569920
19164,1387
19165,299999998
19166,4144677558181255455025
19167,34
19168,485590021
19169,411
19170,2
19171,80421421917330
19172,1307
19173,3165009693
19174,12241
19175,1769
19176,7006302246093750000
19177,2
19178,3360
19179,964467
19180,92407
19181,134216625
19182,10
19183,406
19184,2190944084653
19185,321584
19186,35
19187,15005
19188,83076749736557242056487941267521569
19189,426379
19190,10536986432853
19191,3
19192,2826272837
19193,47786400
19194,21333858798449021030515
19195,206744627643931781316
19196,10104590
19197,30749471
19198,602452741040616
19199,1
19200,96
19201,19
19202,88295
19203,22037
19204,339
19205,668688388
19206,14836130862
19207,840
19208,109
19209,15188432850756
19210,2448023843
19211,1385959302599997667789215597091
19212,2
19213,3221225472
19214,-27
19215,6010792180952
19216,1931
19217,633636954317
19218,2
19219,23224320
19220,12427
19221,3183065
19222,123563821
19223,10272
19224,3
19225,15
19226,-16777216
19227,1201021
19228,80
19229,125890362600954779500814809426933398033089280000000000
19230,94652
19231,20900880
19232,284644701
19233,1537821699264393105232001024
19234,181
19235,-111111111000000000000000000000000000000000000
19236,6302367997324565980625
19237,140599195758
19238,73
19239,33592
19240,94
19241,6
19242,2970408787718945344873427655667537554031914545552039003208000
19243,294
19244,241116753509976748759134193
19245,254
19246,111562091000778108490941203120508002739900
19247,3
19248,1000000000000000001
19249,259636520604139556
19250,39980910968200568816168
19251,59619
19252,27818539432598746
19253,256860
19254,118
19255,71
19256,2317133100092500
19257,1253394404988516740191
19258,7300486819670796087
19259,34
19260,46
19261,3006477108
19262,-1431655765
19263,8291000000829
19264,688516109116593309
19265,16518
19266,2287
19267,1492
19268,119
19269,106111661199647248543687855752712667991103904330482569981872649
19270,24
19271,269
19272,64
19273,591918940819313175
19274,2415919104
19275,12783403948858939111232757568359375
19276,79766443076861647780830
19277,874089046798212
19278,725183659570
19279,164
19280,169
19281,31151946815227412004856659968
19282,266
19283,99999999999999999999999999999999999999999999999999999999999999999999999853
19284,95
19285,13
19286,9
19287,6371305129660032
19288,847288593818
19289,2058484266430604449646592
19290,125
19291,375
19292,363
19293,
19294,37678616097510599424872
19295,1
19296,23022895558580442706439279569724601504895911302154162237586282577237116573795771448387257510093253287303723617020373843853928820634751104133890051
19297,1
19298,1537228672809129301
19299,2333521433367183360
19300,73
19301,11081201168
19302,376740
19303,24
19304,2
19305,150
19306,-27648911743562183425
19307,166799988689300
19308,1146097
19309,21
19310,3190
19311,10500649424075436288638976000
19312,4
19313,27894275208000
19314,63813688766771960235613705494151343867425896610637722399417500492543759703
19315,3900
19316,1294
19317,523
19318,3
19319,2145767211914063
19320,259259259
19321,7
19322,12
19323,47758914269546354982683078068829456704164423862093743397580034411621752859030
19324,5
19325,3653624
19326,119353489692353536
19327,58031524865557213409213540204544
19328,1.1955449108123597e+19
19329,3
19330,3907436894177226337
19331,8044217224
19332,9800596459776
19333,3
19334,48
19335,3
19336,1966445
19337,6705889862
19338,4545704064
19339,1232160
19340,4121
19341,2302
19342,498
19343,2
19344,118369811959
19345,93106616
19346,488948073586
19347,7051
19348,523
19349,10
19350,22876658237234
19351,152
19352,186
19353,8011
19354,2
19355,66770524
19356,1660
19357,359
19358,1
19359,403444930677602011
19360,2831917415062783681
19361,6388533
19362,2
19363,65589428378
19364,73
19365,286
19366,19791199862785
19367,5
19368,455
19369,10301
19370,8051107927651445871340
19371,142
19372,77874
19373,1
19374,9.64338625134825e+18
19375,101
19376,19
19377,32
19378,335752649443
19379,3607
19380,69773089368321
19381,20
19382,12121
19383,3510111
19384,1589555183231724515700
19385,1193
19386,46
19387,186
19388,2503
19389,2642264
19390,1220703121
19391,106
19392,4294967295
19393,39005083331889816960
19394,1235697544380650237
19395,117437124
19396,2
19397,10
19398,1
19399,512
19400,114
19401,2620848420738
19402,256266
19403,252
19404,528811622382841
19405,20525249062123428726430735211
19406,14
19407,78
19408,1405739820979794860218217874663237
19409,605812006800
19410,5264344550636729304011557445558608029761914394
19411,2
19412,399999
19413,1
19414,3542248481792619150755731478440138170841019273726921930789991761500520536206896083277
19415,16814401
19416,2
19417,10
19418,22740
19419,756160
19420,294655920067105
19421,4031011482598696
19422,17906521819159296
19423,150094635296999123
19424,1
19425,-102
19426,143101889288839872512
19427,6
19428,36
19429,1201
19430,2439726373093186274
19431,249
19432,597668885625
19433,181
19434,8
19435,219
19436,96
19437,86325573304608766361629193317905069834240000
19438,784
19439,2880818
19440,18531677
19441,216343171411657
19442,5
19443,66
19444,12796737085440
19445,3594
19446,365184739125765545143672
19447,72
19448,120791502810712490663930
19449,4670465286980447352
19450,11
19451,2899821596
19452,469374016882352414700000
19453,25090
19454,1491684815796629080
19455,674
19456,30507174521
19457,747168084
19458,8
19459,38913
19460,1689330735102480
19461,25560
19462,2539
19463,668609899
19464,2
19465,76880715
19466,13
19467,3587
19468,491
19469,15953
19470,29585383599687066848440635756425168157198788892517565295922752892368299949134315777
19471,4
19472,5592405
19473,148581
19474,13
19475,482946085932
19476,14703
19477,5
19478,200560490130
19479,1456
19480,227868462
19481,1188888
19482,99999975000000
19483,6
19484,1
19485,25629
19486,3492868381
19487,64473331874120712269687052056250
19488,460275298623542575
19489,240
19490,877746364288
19491,70471148463135014364
19492,488494490499084904898890846098449664
19493,2205
19494,140559334936576
19495,48
19496,478002
19497,6643
19498,686
19499,243290200817664000
19500,53265552869999108
19501,1054
19502,3477850616
19503,-1
19504,81573072100000000
19505,117
19506,75168376975945930
19507,2275
19508,16745262798
19509,8877
19510,93824997829290
19511,76681767360
19512,3512
19513,166630
19514,9
19515,30417659816002454665514541
19516,1436003
19517,6
19518,5
19519,4096
19520,200032499600646360
19521,93
19522,28076893083148
19523,-252622788373980942633484214
19524,505133470313552174094000
19525,3386105856
19526,1792274212937247028
19527,1077167364120207360000
19528,57260418041
19529,5208624406
19530,2970992115
19531,4
19532,1890350559451566075272982533664407552
19533,418596297479370673535601
19534,55555500002222220000
19535,811486280
19536,17
19537,184670693
19538,2444965457206408
19539,635603
19540,453973694165307953197296969697410619233829
19541,1125899906842625
19542,9428
19543,95816938885687281564299004113250
19544,5317435
19545,124
19546,59670909707615018862830973519922857945375
19547,4194213448
19548,8370966911906
19549,10
19550,96722
19551,76
19552,2969848344609859
19553,54871
19554,781145407680726737
19555,5
19556,765578706008096
19557,190
19558,111111111111111131
19559,2024
19560,1229978843118305280000000
19561,344
19562,28282
19563,-30
19564,19708107276
19565,60953528230
19566,5
19567,128
19568,56489
19569,6249
19570,1
19571,1152
19572,185
19573,6737
19574,623659379964465252
19575,641
19576,8877506245499802
19577,192
19578,456
19579,26
19580,214662
19581,45144
19582,1705578083028348
19583,187733722448990317
19584,136612
19585,6373
19586,129981009079318502310677
19587,27283829950774822
19588,7613687050766411443598268999
19589,553234633385550257808059085
19590,29249267520503807
19591,5
19592,287
19593,3
19594,6972594
19595,1103
19596,27375595878265462275
19597,6085
19598,51550
19599,1
19600,3
19601,17363
19602,4143668812111247607851
19603,440
19604,54413821892871264854016
19605,19
19606,6971973
19607,1
19608,273738
19609,1144883151390736074001
19610,5272
19611,72
19612,249
19613,1
19614,72222222222222222222222222222222222222222222222222222222222222227
19615,74056628
19616,18
19617,7
19618,6362861
19619,1
19620,138404
19621,4617
19622,1
19623,55
19624,768809041078
19625,199470888113
19626,9
19627,108822
19628,350589552
19629,33981760
19630,9623
19631,466605840054517979
19632,24889
19633,262218
19634,95
19635,1372
19636,482399
19637,1429
19638,641
19639,1567
19640,35334
19641,4
19642,1
19643,498233554957
19644,262435310495071434602
19645,6
19646,183332581536692826
19647,38959523483674573012992
19648,2597
19649,27935264735232
19650,41467
19651,555164681243665142
19652,5
19653,31224847681516989
19654,26952
19655,4211529357189314
19656,821154
19657,4353771487912
19658,6
19659,2651269670
19660,297
19661,9545360026665222144000
19662,569
19663,555
19664,134
19665,151
19666,82123017695125929
19667,4245
19668,162564778457687820218065957445498785826947155451688293007128627114802460256107
19669,971
19670,251322079046622237911693
19671,2
19672,4273539281412840640300
19673,87
19674,1059
19675,1681
19676,21379336
19677,9910001
19678,9227
19679,28935351060849192960000
19680,19
19681,2
19682,50655177765863903232000
19683,6
19684,43
19685,9431570193753590001558014495854550084583
19686,942
19687,2892889119253258125
19688,5321514758546715999509008953114625
19689,7
19690,543607
19691,27234451
19692,116624
19693,150094635262986897
19694,25
19695,2
19696,847746532152
19697,104
19698,2668289536
19699,1225
19700,280
19701,980747
19702,22
19703,5313419604483134314170
19704,36239527330228044
19705,155467140310522090338
19706,494669890490702036481614523776214128
19707,187072209578355573530071658285452771612302071824384
19708,99
19709,4
19710,6
19711,53341900
19712,158530985
19713,1
19714,
19715,235887863
19716,1487
19717,2982729598
19718,3
19719,15
19720,3053
19721,689411371817131369
19722,4669281
19723,503284356
19724,1
19725,9775
19726,-106681852579497947388000
19727,2813722789748877650099592
19728,2644
19729,1
19730,18577
19731,229442532802560000
19732,149
19733,1021
19734,1596591942865920000
19735,-2049478628
19736,9
19737,1968526677
19738,492225938556374973
19739,311
19740,941
19741,1
19742,386
19743,118629444737803
19744,194
19745,400
19746,300179880000
19747,651
19748,300
19749,86203853
19750,25600
19751,2
19752,142
19753,26577
19754,81
19755,334988
19756,102
19757,5
19758,43
19759,125300
19760,195
19761,3034
19762,263087
19763,3113060999816038350
19764,225287438517410949
19765,49
19766,312685497919938
19767,126548714317113405123981003974183
19768,219216795045212160000
19769,9
19770,5
19771,1309875
19772,768
19773,7478778
19774,8076716
19775,36382903
19776,-2486101104594
19777,2755107112873
19778,203
19779,10681152343
19780,13
19781,347
19782,223223
19783,110000000000000000
19784,2025
19785,11953
19786,48509
19787,104916399180100634
19788,48432383999995156761600
19789,272
19790,157910294056161
19791,2
19792,2484356
19793,2931621
19794,827240261886336764176
19795,3114606848932875
19796,9600
19797,48
19798,212321212327252321
19799,1
19800,171763237854
19801,1686496
19802,4817904819828488880132096
19803,80
19804,-115038188620995226180802686473825513089249
19805,16899052
19806,2149703411
19807,1
19808,992
19809,143
19810,20167098103048672
19811,2399
19812,6846840
19813,26217963341248498
19814,201693
19815,289154
19816,3004041937984268273
19817,8793604
19818,20
19819,813485869378
19820,2529205845825
19821,993903355210803010
19822,3
19823,1078
19824,491
19825,8912238
19826,1932337463823712544620544
19827,4167426584055854255
19828,44163637535605999104548698
19829,329
19830,1
19831,993
19832,33
19833,121
19834,348405202539301426960
19835,1
19836,235110
19837,230104815
19838,116227710
19839,-12336437308381113989945920384
19840,278228071788929995416
19841,115590931
19842,2
19843,8104
19844,2111839632
19845,1
19846,6
19847,5
19848,567645
19849,2026364722410364
19850,521
19851,474638135996149
19852,3760181449823927808
19853,204
19854,9.989690752182278e+18
19855,62
19856,163007938237
19857,569542360114151424000
19858,
19859,546
19860,442382943864554586
19861,1217
19862,323768324084205000
19863,7327237
19864,351829430966702353416192
19865,504
19866,1
19867,20
19868,628776
19869,771341
19870,8
19871,7874106709
19872,83421
19873,318644812890623
19874,41
19875,71
19876,170
19877,15931278338957
19878,32233140285510131
19879,32102236563
19880,4652895041524380
19881,170
19882,127481277055
19883,1788989811932
19884,17
19885,47
19886,23291
19887,28
19888,488552227663629969
19889,541
19890,1
19891,80
19892,121937
19893,11863589839842518338928640
19894,59
19895,4
19896,24287542916415488
19897,984
19898,5
19899,0
19900,18839183877670041942218307147122500601235
19901,24
19902,2731
19903,13939431358950
19904,180
19905,49342
19906,4433660417573
19907,2874713497
19908,2
19909,226250592841
19910,944
19911,28
19912,52
19913,3
19914,2716129289775
19915,29908
19916,24147
19917,382
19918,7060312
19919,39
19920,1202160780
19921,2611137796
19922,572204589843750
19923,2458100350228352
19924,201
19925,689
19926,21
19927,77
19928,1.0661553197658712e+19
19929,157617888654022555
19930,1285
19931,4
19932,10
19933,185
19934,22063059606912
19935,2631
19936,-8223501739695527745
19937,119
19938,2
19939,467766675528462562
19940,71
19941,97410376431605323
19942,17592186044417
19943,35261353901990392
19944,10883
19945,1
19946,150487839788253530
19947,19
19948,25
19949,11559
19950,1031832360324996701256333234422715357000
19951,1461501637330902918203684832716283019655932542983
19952,503
19953,15
19954,71
19955,3250925202629100
19956,61
19957,393342739
19958,6311
19959,2
19960,110
19961,1322
19962,306
19963,2
19964,41
19965,125197
19966,1149371655649416643768760268505821828785983929289015296
19967,100904384322992160
19968,267
19969,19
19970,102717148
19971,83695144
19972,4781
19973,129
19974,31720840164950
19975,86
19976,5042
19977,10
19978,1
19979,3794115705
19980,111
19981,52975526505232652003
19982,1694
19983,812345
19984,59
19985,23296
19986,1
19987,81
19988,611477036684719
19989,313742650
19990,108107106105104103102
19991,14623717009785
19992,299254465799630697304777347
19993,2729575168
19994,
19995,1644409064133971
19996,20769
19997,3
19998,75603621468420794550692
19999,574
20000,29366490053
20001,0
20002,201
20003,104
20004,62549981775645
20005,3
20006,11
20007,116
20008,47905528702
20009,10758947714752854861908379
20010,101
20011,15
20012,4845866591896268695010
20013,100063090197999414
20014,1719
20015,5509463413255
20016,1616
20017,10135727
20018,4094
20019,1471193370
20020,11111111111111111111111
20021,60974970119385
20022,34359737478
20023,72004899319
20024,60
20025,1409299
20026,1161300892672
20027,1853462610207713988
20028,98
20029,10898659243099882504518596635507201
20030,103
20031,577
20032,43840590037201127
20033,46837804552120354285
20034,2243544511793704829943
20035,17900
20036,23310686975127552000
20037,3
20038,284628954669920840314598014801
20039,225588939885522
20040,57615626479712
20041,1
20042,194535
20043,5
20044,2379
20045,3570405336414257223991774221426
20046,411
20047,7890625
20048,2
20049,3110
20050,256918480515843999119385185643
20051,27616185153765
20052,593
20053,600363
20054,6
20055,30162194533001982
20056,1459
20057,1301
20058,97613
20059,3234816
20060,197
20061,826
20062,1
20063,1734360074041552070631713
20064,8213
20065,401
20066,7091567
20067,62665998
20068,337267
20069,5915648230774907625
20070,1279657
20071,60
20072,1808027465
20073,9.766746945640198e+18
20074,48
20075,5
20076,1453016097506
20077,37103673371947923277727
20078,606
20079,200658900798443135
20080,61728002094732427074308383210511683
20081,3
20082,1.08054801036e+19
20083,1184
20084,19354838709677419354838709677419354838709677419354838709678
20085,32172949121885378686623744000
20086,7316
20087,5
20088,37279
20089,43642563925681986905603214423711358943752
20090,13
20091,9086219464
20092,2
20093,-7175127496412091456
20094,355598139789279
20095,9
20096,5724261314120681
20097,663
20098,685
20099,17609129
20100,3177332285411
20101,246
20102,11
20103,1
20104,9148
20105,11250
20106,88
20107,7
20108,6240606814996433
20109,781558105952602767359
20110,5
20111,49
20112,2686439671808
20113,111001100110011001100100
20114,8748
20115,135818983640055277506397
20116,95780971304118053647396688732666809244153592049303553
20117,47844179811486423855538220
20118,1421
20119,4062186698349846528
20120,2804576
20121,1406811
20122,1650
20123,235609634523
20124,0
20125,598
20126,1812221043
20127,6613658872365063161591092431692334
20128,1
20129,1539323
20130,296504669
20131,724456628891
20132,1792145757381897992
20133,33796
20134,71
20135,8325
20136,183251097601285
20137,85
20138,4
20139,104
20140,93
20141,
20142,153323163270070838469523866093442017326530560
20143,5
20144,11885921055638
20145,893
20146,174
20147,17179869143
20148,607
20149,8964964956162265960981942
20150,0
20151,3418845
20152,90090
20153,596
20154,107
20155,1636178220
20156,158
20157,1877
20158,4320
20159,1277
20160,13
20161,225009351233083599856159
20162,-208832669083243520
20163,6
20164,1150
20165,126068348345329
20166,14
20167,49085407552193571168
20168,42170
20169,9
20170,135601
20171,89767486969505492
20172,186996
20173,343807329988307215923432746
20174,119506416478168389428808558526416256
20175,8
20176,10
20177,120
20178,159225468568101244108800000
20179,6951
20180,1661867475594651
20181,255
20182,5
20183,40934782466626840596168752972961528245770
20184,1
20185,1568692666368000
20186,64
20187,1019035412463
20188,6705889886
20189,7
20190,17333186258617759005034608109179216168
20191,496
20192,1
20193,367
20194,130783058462384959036
20195,0
20196,542101086242752217003726400434970855712890626
20197,91349324397617876090444
20198,609
20199,687960
20200,112
20201,17
20202,0
20203,8
20204,125699390463431456337149276234
20205,13
20206,5
20207,2264882999794055
20208,2434
20209,281
20210,287
20211,99247685
20212,98
20213,8196
20214,192
20215,18199
20216,173324939
20217,3404
20218,758054227491947053
20219,4627667346569724701642939
20220,218
20221,3
20222,250043383489271193
20223,41017986665224192
20224,344030029343
20225,-1739
20226,1226177
20227,2487
20228,1621246337890625
20229,272964826866462882832853641
20230,2357
20231,8
20232,3583843659376257
20233,13
20234,113850845864419591
20235,1756
20236,15662148169
20237,209046708
20238,200560490130
20239,2152
20240,
20241,10
20242,956
20243,349379648
20244,533
20245,2147418112
20246,-1794737225880978532228
20247,165378493289389631
20248,2
20249,8
20250,1811939
20251,158
20252,931968
20253,1
20254,3
20255,1
20256,90000000000000000000
20257,88
20258,59604644775390625
20259,8
20260,233
20261,3508
20262,158
20263,39397587357527547320
20264,40858139
20265,351427309
20266,310
20267,730307
20268,19
20269,84
20270,
20271,8608552999157278550998626549630446732052243030
20272,6703
20273,91429145674242
20274,342599734607249938595012582400
20275,4
20276,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111
20277,23
20278,66264953040
20279,3
20280,54289
20281,6
20282,100001010010100101000010
20283,2503
20284,2
20285,1304
20286,116
20287,7
20288,21553152
20289,12761336
20290,358920655858354115406831875940612514848040679965214568750
20291,882329660
20292,4484608141
20293,187642965834692
20294,9
20295,280
20296,1
20297,785328636
20298,77371252455336267181195177
20299,
20300,6111309663883855
20301,7
20302,28791389550204705674250
20303,555555555555555559
20304,5733
20305,22875718713137
20306,46072
20307,381
20308,3504
20309,1
20310,15802755831536546966525630919
20311,12
20312,49084180
20313,29524
20314,3
20315,2
20316,790261545306328809
20317,3418682
20318,931963581151516477440
20319,238420
20320,20
20321,3442
20322,1
20323,130771376
20324,19027800
20325,627496952440053395297142177857536
20326,40
20327,946
20328,633826509040690920286723254272
20329,2
20330,127863321938128311
20331,114
20332,11307
20333,17793340084
20334,2249679176828409331216
20335,3049
20336,1000
20337,19
20338,5652245681012736
20339,122
20340,30
20341,2629
20342,127
20343,190454382472052
20344,2
20345,273646099830762238
20346,4
20347,26569
20348,62855340727822758
20349,1
20350,1
20351,81699652
20352,23236771140644124347109
20353,436994
20354,1487479897654682071525709
20355,41
20356,22054039763790029
20357,642
20358,2163437614004739663149291881
20359,108
20360,54
20361,3152835011
20362,161312635991274
20363,1806
20364,2027
20365,3499379
20366,5103702287864892035208610181878203902270504134895451401860454182513968464023205038690962121196797
20367,18883616
20368,2
20369,5405759
20370,2
20371,176
20372,597
20373,1
20374,311793921998
20375,916972
20376,111
20377,109899225787392773
20378,853
20379,89582107
20380,113
20381,4487725726
20382,141
20383,3
20384,4530
20385,1982119441
20386,514
20387,434700
20388,281804009505443595441600
20389,2
20390,1033
20391,3
20392,3047662126271875592300
20393,256
20394,438
20395,1735841
20396,9
20397,29633510
20398,1063
20399,201199196153780817200392
20400,-791159753019542794
20401,44310704176742745
20402,74
20403,223
20404,8
20405,194066096218226417672192
20406,50526530559511271
20407,840841134080
20408,1716539232
20409,2796
20410,-41
20411,1660510
20412,1976394
20413,50919899533
20414,14178953572271615
20415,12941
20416,1811
20417,1638463364209057796608681
20418,5412
20419,422314689334495256777424027741114845781285378061
20420,66
20421,34
20422,1558502652244224074264296960
20423,8611
20424,29520301
20425,1
20426,2624
20427,135135
20428,5056
20429,354
20430,648731689453125
20431,21544857059677899710911948800000
20432,48
20433,1007901666
20434,9
20435,45796
20436,1959849178
20437,771
20438,469
20439,23364978606080
20440,2619
20441,64
20442,3773655750150
20443,9444994499
20444,1030485287990
20445,2119
20446,1298074214633706835075030044377087
20447,1
20448,33002
20449,2306206449608954052216924471268861545505466558662279691912104678978405154142845467734
20450,7020349647422
20451,-27959064832
20452,200
20453,191102976
20454,3
20455,4443581
20456,45497
20457,190
20458,4
20459,-28258538408100
20460,950785259085745051
20461,1047934399198859
20462,8443
20463,66
20464,342
20465,6963826351562090734
20466,1479
20467,70615065586770972
20468,5295090872259961
20469,2219
20470,2353246336
20471,3677
20472,263747951750358
20473,2761858147163956450688323
20474,155
20475,4403590872401925633540096
20476,8677470058423398780000
20477,2132866978427640
20478,6
20479,10
20480,5842587018385982521381124421
20481,17658788068196352
20482,18
20483,1
20484,17461204521323
20485,113397624279
20486,70213289
20487,1378
20488,4
20489,6
20490,583489
20491,1188100
20492,360
20493,532
20494,
20495,69585826082
20496,577112450349963078523926227
20497,2113
20498,108151405907
20499,292176517015939695007
20500,537
20501,14545727618760
20502,9958775794360374
20503,1202
20504,76
20505,2228269
20506,105
20507,25118
20508,7938
20509,41621642499053452254184404257646193170072171058019663
20510,1
20511,3624784596348
20512,18047
20513,5354228880
20514,318
20515,116551300751069184000
20516,804
20517,96314596
20518,691
20519,3
20520,409
20521,813624
20522,518380
20523,327
20524,8665399
20525,38
20526,126
20527,-6368261970820612522122239
20528,5
20529,8965
20530,5128
20531,95058408541332056
20532,2000000000000
20533,47609039
20534,242
20535,404019140625
20536,859
20537,2753698006392772
20538,23
20539,27161714759122944000
20540,8527
20541,185646639499541892
20542,82
20543,1652
20544,8
20545,766855252057
20546,40223
20547,8953
20548,14576
20549,255044350560122222180447
20550,1808125915932987167909775139
20551,251853
20552,76075145687872794
20553,930
20554,205880260458762
20555,18933384891214439885244043983467355
20556,40278203727872
20557,18
20558,2432902008176640000
20559,9559901907126959
20560,8280411098557369468
20561,57955963644
20562,198846076
20563,881
20564,1028
20565,163083563
20566,2566
20567,-6888
20568,5488
20569,28750
20570,292352238096435536675521568
20571,300684322
20572,8
20573,121
20574,19
20575,10
20576,3
20577,36
20578,115
20579,131
20580,1329227995784915877642188398793079569
20581,2699
20582,1
20583,1
20584,1301052007650
20585,28699898
20586,8310696
20587,8
20588,76904685
20589,202
20590,81722145
20591,87120689404042085
20592,154
20593,1
20594,100
20595,-2
20596,114310035912964127588352
20597,25752370493
20598,4
20599,102559313
20600,42040303802789
20601,54413821892871264854016
20602,1596397210262
20603,2116727009559
20604,3257898
20605,193
20606,619
20607,420525789504469841741415
20608,98
20609,530111165027188400
20610,179466761579280
20611,-467659449093330
20612,345473856
20613,214819614744552
20614,199
20615,292
20616,-82461126798925875
20617,66541442123879872392375
20618,10
20619,4
20620,4696967294
20621,1550638116182
20622,541114808
20623,3464634505962
20624,2199786790159729
20625,117
20626,847288609392
20627,4
20628,13245
20629,401069370226611064
20630,35853
20631,12
20632,1
20633,136
20634,243045973961195761
20635,13
20636,847290203850
20637,87815735738368
20638,621070325112
20639,22872
20640,4427218577690292387840
20641,5477
20642,6778702259
20643,5
20644,1000000000000000018
20645,7
20646,504021491367700752
20647,14734713728591
20648,3
20649,191612
20650,4116715363800
20651,1011
20652,75
20653,640737
20654,2
20655,0
20656,85402605777
20657,33554432
20658,5
20659,4624
20660,369073777749215
20661,536854528
20662,151
20663,318467
20664,60939
20665,-1152921504606846975
20666,8
20667,2
20668,2034
20669,120690846038545150966716699071685590652292228448256000000000
20670,630432099142311667396464641602297820881275828327447146687172694467931548343955369782628260078158650252906047844909056
20671,675425857674234578
20672,51523614927176684274
20673,59
20674,240
20675,552
20676,33504
20677,79833600
20678,601159897137
20679,
20680,33554432
20681,572281
20682,1287
20683,4330440582
20684,130
20685,104255099738019625697280
20686,356
20687,594
20688,1
20689,3516
20690,9901
20691,3674769991
20692,25748047536912449
20693,505447028499288858
20694,34720813
20695,10464
20696,108258
20697,55
20698,
20699,915123392599456
20700,391442
20701,2
20702,96758393657902322435446080112
20703,66666663333334000000033333336666667
20704,2715578891
20705,19315229942699223188760
20706,185
20707,8117559039240651749888256
20708,1189
20709,599285435979866666
20710,3912171001
20711,8
20712,93
20713,79
20714,389
20715,
20716,33
20717,13242165
20718,136622606520
20719,2765078298066978400951570461522
20720,2463111342093154234211
20721,38
20722,408662174944401
20723,1.4226520737620287e+19
20724,10103
20725,5324242140141530362
20726,641
20727,6539815832391997
20728,2293112483704153
20729,299536839001
20730,1357656019974967471687377449
20731,8469120683658718347264000000
20732,268266
20733,144
20734,70607
20735,1680
20736,107590995513204585
20737,86
20738,29792
20739,
